LAMMPS DATA file for 4*4*4-Ga2O3

1280 atoms
2 atom types

0.0 49.50744079 xlo xhi
0.0 12.33503135 ylo yhi
0.0 22.88864419 zlo zhi
0.0 -5.63553564 0.0 xy xz yz

Masses

1 69.723
2 15.999

Atoms #atomic

603 2 20.46592398 7.70939459 0.63215689
604 2 20.46592398 10.79315243 0.63215689
605 1 20.51281846 0.00000000 12.60887342
606 1 20.51281846 3.08375784 12.60887342
607 1 20.51281846 6.16751568 12.60887342
608 1 20.51281846 9.25127351 12.60887342
609 1 20.54131887 0.00000000 21.72409286
610 1 20.54131887 3.08375784 21.72409286
611 1 20.54131887 6.16751568 21.72409286
612 1 20.54131887 9.25127351 21.72409286
613 2 20.58577795 0.00000000 8.22660560
614 2 20.58577795 3.08375784 8.22660560
615 2 20.58577795 6.16751568 8.22660560
616 2 20.58577795 9.25127351 8.22660560
617 2 20.94488924 1.54187892 15.71072417
618 2 20.94488924 4.62563676 15.71072417
619 2 20.94488924 7.70939459 15.71072417
620 2 20.94488924 10.79315243 15.71072417
621 2 21.44420280 0.00000000 5.09000416
622 2 21.44420280 3.08375784 5.09000416
623 2 21.44420280 6.16751568 5.09000416
624 2 21.44420280 9.25127351 5.09000416
625 2 21.51813200 1.54187892 12.90008107
626 2 21.51813200 4.62563676 12.90008107
627 2 21.51813200 7.70939459 12.90008107
628 2 21.51813200 10.79315243 12.90008107
629 1 21.83101009 1.54187892 3.92215000
630 1 21.83101009 4.62563676 3.92215000
631 1 21.83101009 7.70939459 3.92215000
632 1 21.83101009 10.79315243 3.92215000
633 2 21.87724330 0.00000000 20.38419964
634 2 21.87724330 3.08375784 20.38419964
635 2 21.87724330 6.16751568 20.38419964
636 2 21.87724330 9.25127351 20.38419964
637 1 21.92170237 0.00000000 6.88671238
638 1 21.92170237 3.08375784 6.88671238
639 1 21.92170237 6.16751568 6.88671238
640 1 21.92170237 9.25127351 6.88671238
641 1 21.95020278 0.00000000 16.00193182
642 1 21.95020278 3.08375784 16.00193182
643 1 21.95020278 6.16751568 16.00193182
644 1 21.95020278 9.25127351 16.00193182
645 2 21.99466186 0.00000000 2.50444455
646 2 21.99466186 3.08375784 2.50444455
647 2 21.99466186 6.16751568 2.50444455
648 2 21.99466186 9.25127351 2.50444455
649 1 22.04089507 1.54187892 18.96649419
650 1 22.04089507 4.62563676 18.96649419
651 1 22.04089507 7.70939459 18.96649419
652 1 22.04089507 10.79315243 18.96649419
653 2 22.35377315 1.54187892 9.98856313
654 2 22.35377315 4.62563676 9.98856313
655 2 22.35377315 7.70939459 9.98856313
656 2 22.35377315 10.79315243 9.98856313
657 2 22.42770235 0.00000000 17.79864003
658 2 22.42770235 3.08375784 17.79864003
659 2 22.42770235 6.16751568 17.79864003
660 2 22.42770235 9.25127351 17.79864003
661 2 22.92701591 1.54187892 7.17792002
662 2 22.92701591 4.62563676 7.17792002
663 2 22.92701591 7.70939459 7.17792002
664 2 22.92701591 10.79315243 7.17792002
665 2 23.28612721 0.00000000 14.66203860
666 2 23.28612721 3.08375784 14.66203860
667 2 23.28612721 6.16751568 14.66203860
668 2 23.28612721 9.25127351 14.66203860
669 1 23.33058628 0.00000000 1.16455133
670 1 23.33058628 3.08375784 1.16455133
671 1 23.33058628 6.16751568 1.16455133
672 1 23.33058628 9.25127351 1.16455133
673 1 23.35908669 0.00000000 10.27977077
674 1 23.35908669 3.08375784 10.27977077
675 1 23.35908669 6.16751568 10.27977077
676 1 23.35908669 9.25127351 10.27977077
677 2 23.40598117 1.54187892 22.25648731
678 2 23.40598117 4.62563676 22.25648731
679 2 23.40598117 7.70939459 22.25648731
680 2 23.40598117 10.79315243 22.25648731
681 1 23.44977898 1.54187892 13.24433314
682 1 23.44977898 4.62563676 13.24433314
683 1 23.44977898 7.70939459 13.24433314
684 1 23.44977898 10.79315243 13.24433314
685 2 23.76265706 1.54187892 4.26640208
686 2 23.76265706 4.62563676 4.26640208
687 2 23.76265706 7.70939459 4.26640208
688 2 23.76265706 10.79315243 4.26640208
689 1 23.79278846 0.00000000 21.08863315
690 1 23.79278846 3.08375784 21.08863315
691 1 23.79278846 6.16751568 21.08863315
692 1 23.79278846 9.25127351 21.08863315
693 2 23.83658626 0.00000000 12.07647898
694 2 23.83658626 3.08375784 12.07647898
695 2 23.83658626 6.16751568 12.07647898
696 2 23.83658626 9.25127351 12.07647898
697 2 23.95644023 1.54187892 19.67092769
698 2 23.95644023 4.62563676 19.67092769
699 2 23.95644023 7.70939459 19.67092769
700 2 23.95644023 10.79315243 19.67092769
701 2 24.33589982 1.54187892 1.45575897
702 2 24.33589982 4.62563676 1.45575897
703 2 24.33589982 7.70939459 1.45575897
704 2 24.33589982 10.79315243 1.45575897
705 2 24.69501111 0.00000000 8.93987755
706 2 24.69501111 3.08375784 8.93987755
707 2 24.69501111 6.16751568 8.93987755
708 2 24.69501111 9.25127351 8.93987755
709 1 24.76797060 0.00000000 4.55760972
710 1 24.76797060 3.08375784 4.55760972
711 1 24.76797060 6.16751568 4.55760972
712 1 24.76797060 9.25127351 4.55760972
713 2 24.81486508 1.54187892 16.53432626
714 2 24.81486508 4.62563676 16.53432626
715 2 24.81486508 7.70939459 16.53432626
716 2 24.81486508 10.79315243 16.53432626
717 1 24.85866289 1.54187892 7.52217209
718 1 24.85866289 4.62563676 7.52217209
719 1 24.85866289 7.70939459 7.52217209
720 1 24.85866289 10.79315243 7.52217209
721 1 25.20167237 0.00000000 15.36647210
722 1 25.20167237 3.08375784 15.36647210
723 1 25.20167237 6.16751568 15.36647210
724 1 25.20167237 9.25127351 15.36647210
725 2 25.24547017 0.00000000 6.35431793
726 2 25.24547017 3.08375784 6.35431793
727 2 25.24547017 6.16751568 6.35431793
728 2 25.24547017 9.25127351 6.35431793
729 1 25.29236465 1.54187892 18.33103447
730 1 25.29236465 4.62563676 18.33103447
731 1 25.29236465 7.70939459 18.33103447
732 1 25.29236465 10.79315243 18.33103447
733 2 25.36532414 1.54187892 13.94876664
734 2 25.36532414 4.62563676 13.94876664
735 2 25.36532414 7.70939459 13.94876664
736 2 25.36532414 10.79315243 13.94876664
737 2 25.72443543 0.00000000 21.43288522
738 2 25.72443543 3.08375784 21.43288522
739 2 25.72443543 6.16751568 21.43288522
740 2 25.72443543 9.25127351 21.43288522
741 2 26.10389502 0.00000000 3.21771650
742 2 26.10389502 3.08375784 3.21771650
743 2 26.10389502 6.16751568 3.21771650
744 2 26.10389502 9.25127351 3.21771650
745 2 26.22374899 1.54187892 10.81216521
746 2 26.22374899 4.62563676 10.81216521
747 2 26.22374899 7.70939459 10.81216521
748 2 26.22374899 10.79315243 10.81216521
749 1 26.26754680 1.54187892 1.80001105
750 1 26.26754680 4.62563676 1.80001105
751 1 26.26754680 7.70939459 1.80001105
752 1 26.26754680 10.79315243 1.80001105
753 2 26.29767819 0.00000000 18.62224211
754 2 26.29767819 3.08375784 18.62224211
755 2 26.29767819 6.16751568 18.62224211
756 2 26.29767819 9.25127351 18.62224211
757 1 26.61055627 0.00000000 9.64431105
758 1 26.61055627 3.08375784 9.64431105
759 1 26.61055627 6.16751568 9.64431105
760 1 26.61055627 9.25127351 9.64431105
761 2 26.65435408 0.00000000 0.63215689
762 2 26.65435408 3.08375784 0.63215689
763 2 26.65435408 6.16751568 0.63215689
764 2 26.65435408 9.25127351 0.63215689
765 1 26.70124856 1.54187892 12.60887342
766 1 26.70124856 4.62563676 12.60887342
767 1 26.70124856 7.70939459 12.60887342
768 1 26.70124856 10.79315243 12.60887342
769 1 26.72974897 1.54187892 21.72409286
770 1 26.72974897 4.62563676 21.72409286
771 1 26.72974897 7.70939459 21.72409286
772 1 26.72974897 10.79315243 21.72409286
773 2 26.77420805 1.54187892 8.22660560
774 2 26.77420805 4.62563676 8.22660560
775 2 26.77420805 7.70939459 8.22660560
776 2 26.77420805 10.79315243 8.22660560
777 2 27.13331934 0.00000000 15.71072417
778 2 27.13331934 3.08375784 15.71072417
779 2 27.13331934 6.16751568 15.71072417
780 2 27.13331934 9.25127351 15.71072417
781 2 27.63263290 1.54187892 5.09000416
782 2 27.63263290 4.62563676 5.09000416
783 2 27.63263290 7.70939459 5.09000416
784 2 27.63263290 10.79315243 5.09000416
785 2 27.70656210 0.00000000 12.90008107
786 2 27.70656210 3.08375784 12.90008107
787 2 27.70656210 6.16751568 12.90008107
788 2 27.70656210 9.25127351 12.90008107
789 1 28.01944018 0.00000000 3.92215000
790 1 28.01944018 3.08375784 3.92215000
791 1 28.01944018 6.16751568 3.92215000
792 1 28.01944018 9.25127351 3.92215000
793 2 28.06567339 1.54187892 20.38419964
794 2 28.06567339 4.62563676 20.38419964
795 2 28.06567339 7.70939459 20.38419964
796 2 28.06567339 10.79315243 20.38419964
797 1 28.11013247 1.54187892 6.88671238
798 1 28.11013247 4.62563676 6.88671238
799 1 28.11013247 7.70939459 6.88671238
800 1 28.11013247 10.79315243 6.88671238
801 1 28.13863288 1.54187892 16.00193182
802 1 28.13863288 4.62563676 16.00193182
803 1 28.13863288 7.70939459 16.00193182
804 1 28.13863288 10.79315243 16.00193182
805 2 28.18309196 1.54187892 2.50444455
806 2 28.18309196 4.62563676 2.50444455
807 2 28.18309196 7.70939459 2.50444455
808 2 28.18309196 10.79315243 2.50444455
809 1 28.22932517 0.00000000 18.96649419
810 1 28.22932517 3.08375784 18.96649419
811 1 28.22932517 6.16751568 18.96649419
812 1 28.22932517 9.25127351 18.96649419
813 2 28.54220325 0.00000000 9.98856313
814 2 28.54220325 3.08375784 9.98856313
815 2 28.54220325 6.16751568 9.98856313
816 2 28.54220325 9.25127351 9.98856313
817 2 28.61613245 1.54187892 17.79864003
818 2 28.61613245 4.62563676 17.79864003
819 2 28.61613245 7.70939459 17.79864003
820 2 28.61613245 10.79315243 17.79864003
821 2 29.11544601 0.00000000 7.17792002
822 2 29.11544601 3.08375784 7.17792002
823 2 29.11544601 6.16751568 7.17792002
824 2 29.11544601 9.25127351 7.17792002
825 2 29.47455730 1.54187892 14.66203860
826 2 29.47455730 4.62563676 14.66203860
827 2 29.47455730 7.70939459 14.66203860
828 2 29.47455730 10.79315243 14.66203860
829 1 29.51901638 1.54187892 1.16455133
830 1 29.51901638 4.62563676 1.16455133
831 1 29.51901638 7.70939459 1.16455133
832 1 29.51901638 10.79315243 1.16455133
833 1 29.54751679 1.54187892 10.27977077
834 1 29.54751679 4.62563676 10.27977077
835 1 29.54751679 7.70939459 10.27977077
836 1 29.54751679 10.79315243 10.27977077
837 2 29.59441127 0.00000000 22.25648731
838 2 29.59441127 3.08375784 22.25648731
839 2 29.59441127 6.16751568 22.25648731
840 2 29.59441127 9.25127351 22.25648731
841 1 29.63820908 0.00000000 13.24433314
842 1 29.63820908 3.08375784 13.24433314
843 1 29.63820908 6.16751568 13.24433314
844 1 29.63820908 9.25127351 13.24433314
845 2 29.95108716 0.00000000 4.26640208
846 2 29.95108716 3.08375784 4.26640208
847 2 29.95108716 6.16751568 4.26640208
848 2 29.95108716 9.25127351 4.26640208
849 1 29.98121856 1.54187892 21.08863315
850 1 29.98121856 4.62563676 21.08863315
851 1 29.98121856 7.70939459 21.08863315
852 1 29.98121856 10.79315243 21.08863315
853 2 30.02501636 1.54187892 12.07647898
854 2 30.02501636 4.62563676 12.07647898
855 2 30.02501636 7.70939459 12.07647898
856 2 30.02501636 10.79315243 12.07647898
857 2 30.14487033 0.00000000 19.67092769
858 2 30.14487033 3.08375784 19.67092769
859 2 30.14487033 6.16751568 19.67092769
860 2 30.14487033 9.25127351 19.67092769
861 2 30.52432992 0.00000000 1.45575897
862 2 30.52432992 3.08375784 1.45575897
863 2 30.52432992 6.16751568 1.45575897
864 2 30.52432992 9.25127351 1.45575897
865 2 30.88344121 1.54187892 8.93987755
866 2 30.88344121 4.62563676 8.93987755
867 2 30.88344121 7.70939459 8.93987755
868 2 30.88344121 10.79315243 8.93987755
869 1 30.95640070 1.54187892 4.55760972
870 1 30.95640070 4.62563676 4.55760972
871 1 30.95640070 7.70939459 4.55760972
872 1 30.95640070 10.79315243 4.55760972
873 2 31.00329518 0.00000000 16.53432626
874 2 31.00329518 3.08375784 16.53432626
875 2 31.00329518 6.16751568 16.53432626
876 2 31.00329518 9.25127351 16.53432626
877 1 31.04709298 0.00000000 7.52217209
878 1 31.04709298 3.08375784 7.52217209
879 1 31.04709298 6.16751568 7.52217209
880 1 31.04709298 9.25127351 7.52217209
881 1 31.39010246 1.54187892 15.36647210
882 1 31.39010246 4.62563676 15.36647210
883 1 31.39010246 7.70939459 15.36647210
884 1 31.39010246 10.79315243 15.36647210
885 2 31.43390027 1.54187892 6.35431793
886 2 31.43390027 4.62563676 6.35431793
887 2 31.43390027 7.70939459 6.35431793
888 2 31.43390027 10.79315243 6.35431793
889 1 31.48079475 0.00000000 18.33103447
890 1 31.48079475 3.08375784 18.33103447
891 1 31.48079475 6.16751568 18.33103447
892 1 31.48079475 9.25127351 18.33103447
893 2 31.55375424 0.00000000 13.94876664
894 2 31.55375424 3.08375784 13.94876664
895 2 31.55375424 6.16751568 13.94876664
896 2 31.55375424 9.25127351 13.94876664
897 2 31.91286553 1.54187892 21.43288522
898 2 31.91286553 4.62563676 21.43288522
899 2 31.91286553 7.70939459 21.43288522
900 2 31.91286553 10.79315243 21.43288522
901 2 32.29232512 1.54187892 3.21771650
902 2 32.29232512 4.62563676 3.21771650
903 2 32.29232512 7.70939459 3.21771650
904 2 32.29232512 10.79315243 3.21771650
905 2 32.41217909 0.00000000 10.81216521
906 2 32.41217909 3.08375784 10.81216521
907 2 32.41217909 6.16751568 10.81216521
908 2 32.41217909 9.25127351 10.81216521
909 1 32.45597689 0.00000000 1.80001105
910 1 32.45597689 3.08375784 1.80001105
911 1 32.45597689 6.16751568 1.80001105
912 1 32.45597689 9.25127351 1.80001105
913 2 32.48610829 1.54187892 18.62224211
914 2 32.48610829 4.62563676 18.62224211
915 2 32.48610829 7.70939459 18.62224211
916 2 32.48610829 10.79315243 18.62224211
917 1 32.79898637 1.54187892 9.64431105
918 1 32.79898637 4.62563676 9.64431105
919 1 32.79898637 7.70939459 9.64431105
920 1 32.79898637 10.79315243 9.64431105
921 2 32.84278418 1.54187892 0.63215689
922 2 32.84278418 4.62563676 0.63215689
923 2 32.84278418 7.70939459 0.63215689
924 2 32.84278418 10.79315243 0.63215689
925 1 32.88967866 0.00000000 12.60887342
926 1 32.88967866 3.08375784 12.60887342
927 1 32.88967866 6.16751568 12.60887342
928 1 32.88967866 9.25127351 12.60887342
929 1 32.91817907 0.00000000 21.72409286
930 1 32.91817907 3.08375784 21.72409286
931 1 32.91817907 6.16751568 21.72409286
932 1 32.91817907 9.25127351 21.72409286
933 2 32.96263815 0.00000000 8.22660560
934 2 32.96263815 3.08375784 8.22660560
935 2 32.96263815 6.16751568 8.22660560
936 2 32.96263815 9.25127351 8.22660560
937 2 33.32174944 1.54187892 15.71072417
938 2 33.32174944 4.62563676 15.71072417
939 2 33.32174944 7.70939459 15.71072417
940 2 33.32174944 10.79315243 15.71072417
941 2 33.82106300 0.00000000 5.09000416
942 2 33.82106300 3.08375784 5.09000416
943 2 33.82106300 6.16751568 5.09000416
944 2 33.82106300 9.25127351 5.09000416
945 2 33.89499220 1.54187892 12.90008107
946 2 33.89499220 4.62563676 12.90008107
947 2 33.89499220 7.70939459 12.90008107
948 2 33.89499220 10.79315243 12.90008107
949 1 34.20787028 1.54187892 3.92215000
950 1 34.20787028 4.62563676 3.92215000
951 1 34.20787028 7.70939459 3.92215000
952 1 34.20787028 10.79315243 3.92215000
953 2 34.25410349 0.00000000 20.38419964
954 2 34.25410349 3.08375784 20.38419964
955 2 34.25410349 6.16751568 20.38419964
956 2 34.25410349 9.25127351 20.38419964
957 1 34.29856257 0.00000000 6.88671238
958 1 34.29856257 3.08375784 6.88671238
959 1 34.29856257 6.16751568 6.88671238
960 1 34.29856257 9.25127351 6.88671238
961 1 34.32706298 0.00000000 16.00193182
962 1 34.32706298 3.08375784 16.00193182
963 1 34.32706298 6.16751568 16.00193182
964 1 34.32706298 9.25127351 16.00193182
965 2 34.37152205 0.00000000 2.50444455
966 2 34.37152205 3.08375784 2.50444455
967 2 34.37152205 6.16751568 2.50444455
968 2 34.37152205 9.25127351 2.50444455
969 1 34.41775527 1.54187892 18.96649419
970 1 34.41775527 4.62563676 18.96649419
971 1 34.41775527 7.70939459 18.96649419
972 1 34.41775527 10.79315243 18.96649419
973 2 34.73063335 1.54187892 9.98856313
974 2 34.73063335 4.62563676 9.98856313
975 2 34.73063335 7.70939459 9.98856313
976 2 34.73063335 10.79315243 9.98856313
977 2 34.80456255 0.00000000 17.79864003
978 2 34.80456255 3.08375784 17.79864003
979 2 34.80456255 6.16751568 17.79864003
980 2 34.80456255 9.25127351 17.79864003
981 2 35.30387611 1.54187892 7.17792002
982 2 35.30387611 4.62563676 7.17792002
983 2 35.30387611 7.70939459 7.17792002
984 2 35.30387611 10.79315243 7.17792002
985 2 35.66298740 0.00000000 14.66203860
986 2 35.66298740 3.08375784 14.66203860
987 2 35.66298740 6.16751568 14.66203860
988 2 35.66298740 9.25127351 14.66203860
989 1 35.70744648 0.00000000 1.16455133
990 1 35.70744648 3.08375784 1.16455133
991 1 35.70744648 6.16751568 1.16455133
992 1 35.70744648 9.25127351 1.16455133
993 1 35.73594689 0.00000000 10.27977077
994 1 35.73594689 3.08375784 10.27977077
995 1 35.73594689 6.16751568 10.27977077
996 1 35.73594689 9.25127351 10.27977077
997 2 35.78284137 1.54187892 22.25648731
998 2 35.78284137 4.62563676 22.25648731
999 2 35.78284137 7.70939459 22.25648731
1000 2 35.78284137 10.79315243 22.25648731
1001 1 35.82663917 1.54187892 13.24433314
1002 1 35.82663917 4.62563676 13.24433314
1003 1 35.82663917 7.70939459 13.24433314
1004 1 35.82663917 10.79315243 13.24433314
1005 2 36.13951726 1.54187892 4.26640208
1006 2 36.13951726 4.62563676 4.26640208
1007 2 36.13951726 7.70939459 4.26640208
1008 2 36.13951726 10.79315243 4.26640208
1009 1 36.16964865 0.00000000 21.08863315
1010 1 36.16964865 3.08375784 21.08863315
1011 1 36.16964865 6.16751568 21.08863315
1012 1 36.16964865 9.25127351 21.08863315
1013 2 36.21344646 0.00000000 12.07647898
1014 2 36.21344646 3.08375784 12.07647898
1015 2 36.21344646 6.16751568 12.07647898
1016 2 36.21344646 9.25127351 12.07647898
1017 2 36.33330043 1.54187892 19.67092769
1018 2 36.33330043 4.62563676 19.67092769
1019 2 36.33330043 7.70939459 19.67092769
1020 2 36.33330043 10.79315243 19.67092769
1021 2 36.71276002 1.54187892 1.45575897
1022 2 36.71276002 4.62563676 1.45575897
1023 2 36.71276002 7.70939459 1.45575897
1024 2 36.71276002 10.79315243 1.45575897
1025 2 37.07187131 0.00000000 8.93987755
1026 2 37.07187131 3.08375784 8.93987755
1027 2 37.07187131 6.16751568 8.93987755
1028 2 37.07187131 9.25127351 8.93987755
1029 1 37.14483080 0.00000000 4.55760972
1030 1 37.14483080 3.08375784 4.55760972
1031 1 37.14483080 6.16751568 4.55760972
1032 1 37.14483080 9.25127351 4.55760972
1033 2 37.19172528 1.54187892 16.53432626
1034 2 37.19172528 4.62563676 16.53432626
1035 2 37.19172528 7.70939459 16.53432626
1036 2 37.19172528 10.79315243 16.53432626
1037 1 37.23552308 1.54187892 7.52217209
1038 1 37.23552308 4.62563676 7.52217209
1039 1 37.23552308 7.70939459 7.52217209
1040 1 37.23552308 10.79315243 7.52217209
1041 1 37.57853256 0.00000000 15.36647210
1042 1 37.57853256 3.08375784 15.36647210
1043 1 37.57853256 6.16751568 15.36647210
1044 1 37.57853256 9.25127351 15.36647210
1045 2 37.62233037 0.00000000 6.35431793
1046 2 37.62233037 3.08375784 6.35431793
1047 2 37.62233037 6.16751568 6.35431793
1048 2 37.62233037 9.25127351 6.35431793
1049 1 37.66922485 1.54187892 18.33103447
1050 1 37.66922485 4.62563676 18.33103447
1051 1 37.66922485 7.70939459 18.33103447
1052 1 37.66922485 10.79315243 18.33103447
1053 2 37.74218433 1.54187892 13.94876664
1054 2 37.74218433 4.62563676 13.94876664
1055 2 37.74218433 7.70939459 13.94876664
1056 2 37.74218433 10.79315243 13.94876664
1057 2 38.10129563 0.00000000 21.43288522
1058 2 38.10129563 3.08375784 21.43288522
1059 2 38.10129563 6.16751568 21.43288522
1060 2 38.10129563 9.25127351 21.43288522
1061 2 38.48075522 0.00000000 3.21771650
1062 2 38.48075522 3.08375784 3.21771650
1063 2 38.48075522 6.16751568 3.21771650
1064 2 38.48075522 9.25127351 3.21771650
1065 2 38.60060919 1.54187892 10.81216521
1066 2 38.60060919 4.62563676 10.81216521
1067 2 38.60060919 7.70939459 10.81216521
1068 2 38.60060919 10.79315243 10.81216521
1069 1 38.64440699 1.54187892 1.80001105
1070 1 38.64440699 4.62563676 1.80001105
1071 1 38.64440699 7.70939459 1.80001105
1072 1 38.64440699 10.79315243 1.80001105
1073 2 38.67453839 0.00000000 18.62224211
1074 2 38.67453839 3.08375784 18.62224211
1075 2 38.67453839 6.16751568 18.62224211
1076 2 38.67453839 9.25127351 18.62224211
1077 1 38.98741647 0.00000000 9.64431105
1078 1 38.98741647 3.08375784 9.64431105
1079 1 38.98741647 6.16751568 9.64431105
1080 1 38.98741647 9.25127351 9.64431105
1081 2 39.03121427 0.00000000 0.63215689
1082 2 39.03121427 3.08375784 0.63215689
1083 2 39.03121427 6.16751568 0.63215689
1084 2 39.03121427 9.25127351 0.63215689
1085 1 39.07810876 1.54187892 12.60887342
1086 1 39.07810876 4.62563676 12.60887342
1087 1 39.07810876 7.70939459 12.60887342
1088 1 39.07810876 10.79315243 12.60887342
1089 1 39.10660917 1.54187892 21.72409286
1090 1 39.10660917 4.62563676 21.72409286
1091 1 39.10660917 7.70939459 21.72409286
1092 1 39.10660917 10.79315243 21.72409286
1093 2 39.15106824 1.54187892 8.22660560
1094 2 39.15106824 4.62563676 8.22660560
1095 2 39.15106824 7.70939459 8.22660560
1096 2 39.15106824 10.79315243 8.22660560
1097 2 39.51017954 0.00000000 15.71072417
1098 2 39.51017954 3.08375784 15.71072417
1099 2 39.51017954 6.16751568 15.71072417
1100 2 39.51017954 9.25127351 15.71072417
1101 2 40.00949310 1.54187892 5.09000416
1102 2 40.00949310 4.62563676 5.09000416
1103 2 40.00949310 7.70939459 5.09000416
1104 2 40.00949310 10.79315243 5.09000416
1105 2 40.08342230 0.00000000 12.90008107
1106 2 40.08342230 3.08375784 12.90008107
1107 2 40.08342230 6.16751568 12.90008107
1108 2 40.08342230 9.25127351 12.90008107
1109 1 40.39630038 0.00000000 3.92215000
1110 1 40.39630038 3.08375784 3.92215000
1111 1 40.39630038 6.16751568 3.92215000
1112 1 40.39630038 9.25127351 3.92215000
1113 2 40.44253359 1.54187892 20.38419964
1114 2 40.44253359 4.62563676 20.38419964
1115 2 40.44253359 7.70939459 20.38419964
1116 2 40.44253359 10.79315243 20.38419964
1117 1 40.48699267 1.54187892 6.88671238
1118 1 40.48699267 4.62563676 6.88671238
1119 1 40.48699267 7.70939459 6.88671238
1120 1 40.48699267 10.79315243 6.88671238
1121 1 40.51549308 1.54187892 16.00193182
1122 1 40.51549308 4.62563676 16.00193182
1123 1 40.51549308 7.70939459 16.00193182
1124 1 40.51549308 10.79315243 16.00193182
1125 2 40.55995215 1.54187892 2.50444455
1126 2 40.55995215 4.62563676 2.50444455
1127 2 40.55995215 7.70939459 2.50444455
1128 2 40.55995215 10.79315243 2.50444455
1129 1 40.60618536 0.00000000 18.96649419
1130 1 40.60618536 3.08375784 18.96649419
1131 1 40.60618536 6.16751568 18.96649419
1132 1 40.60618536 9.25127351 18.96649419
1133 2 40.91906345 0.00000000 9.98856313
1134 2 40.91906345 3.08375784 9.98856313
1135 2 40.91906345 6.16751568 9.98856313
1136 2 40.91906345 9.25127351 9.98856313
1137 2 40.99299265 1.54187892 17.79864003
1138 2 40.99299265 4.62563676 17.79864003
1139 2 40.99299265 7.70939459 17.79864003
1140 2 40.99299265 10.79315243 17.79864003
1141 2 41.49230621 0.00000000 7.17792002
1142 2 41.49230621 3.08375784 7.17792002
1143 2 41.49230621 6.16751568 7.17792002
1144 2 41.49230621 9.25127351 7.17792002
1145 2 41.85141750 1.54187892 14.66203860
1146 2 41.85141750 4.62563676 14.66203860
1147 2 41.85141750 7.70939459 14.66203860
1148 2 41.85141750 10.79315243 14.66203860
1149 1 41.89587658 1.54187892 1.16455133
1150 1 41.89587658 4.62563676 1.16455133
1151 1 41.89587658 7.70939459 1.16455133
1152 1 41.89587658 10.79315243 1.16455133
1153 1 41.92437699 1.54187892 10.27977077
1154 1 41.92437699 4.62563676 10.27977077
1155 1 41.92437699 7.70939459 10.27977077
1156 1 41.92437699 10.79315243 10.27977077
1157 2 41.97127147 0.00000000 22.25648731
1158 2 41.97127147 3.08375784 22.25648731
1159 2 41.97127147 6.16751568 22.25648731
1160 2 41.97127147 9.25127351 22.25648731
1161 1 42.01506927 0.00000000 13.24433314
1162 1 42.01506927 3.08375784 13.24433314
1163 1 42.01506927 6.16751568 13.24433314
1164 1 42.01506927 9.25127351 13.24433314
1165 2 42.32794736 0.00000000 4.26640208
1166 2 42.32794736 3.08375784 4.26640208
1167 2 42.32794736 6.16751568 4.26640208
1168 2 42.32794736 9.25127351 4.26640208
1169 1 42.35807875 1.54187892 21.08863315
1170 1 42.35807875 4.62563676 21.08863315
1171 1 42.35807875 7.70939459 21.08863315
1172 1 42.35807875 10.79315243 21.08863315
1173 2 42.40187655 1.54187892 12.07647898
1174 2 42.40187655 4.62563676 12.07647898
1175 2 42.40187655 7.70939459 12.07647898
1176 2 42.40187655 10.79315243 12.07647898
1177 2 42.52173052 0.00000000 19.67092769
1178 2 42.52173052 3.08375784 19.67092769
1179 2 42.52173052 6.16751568 19.67092769
1180 2 42.52173052 9.25127351 19.67092769
1181 2 42.90119012 0.00000000 1.45575897
1182 2 42.90119012 3.08375784 1.45575897
1183 2 42.90119012 6.16751568 1.45575897
1184 2 42.90119012 9.25127351 1.45575897
1185 2 43.26030141 1.54187892 8.93987755
1186 2 43.26030141 4.62563676 8.93987755
1187 2 43.26030141 7.70939459 8.93987755
1188 2 43.26030141 10.79315243 8.93987755
1189 1 43.33326090 1.54187892 4.55760972
1190 1 43.33326090 4.62563676 4.55760972
1191 1 43.33326090 7.70939459 4.55760972
1192 1 43.33326090 10.79315243 4.55760972
1193 2 43.38015538 0.00000000 16.53432626
1194 2 43.38015538 3.08375784 16.53432626
1195 2 43.38015538 6.16751568 16.53432626
1196 2 43.38015538 9.25127351 16.53432626
1197 1 43.42395318 0.00000000 7.52217209
1198 1 43.42395318 3.08375784 7.52217209
1199 1 43.42395318 6.16751568 7.52217209
1200 1 43.42395318 9.25127351 7.52217209
1201 1 43.76696266 1.54187892 15.36647210
1202 1 43.76696266 4.62563676 15.36647210
1203 1 43.76696266 7.70939459 15.36647210
1204 1 43.76696266 10.79315243 15.36647210
1205 2 43.81076046 1.54187892 6.35431793
1206 2 43.81076046 4.62563676 6.35431793
1207 2 43.81076046 7.70939459 6.35431793
1208 2 43.81076046 10.79315243 6.35431793
1209 1 43.85765495 0.00000000 18.33103447
1210 1 43.85765495 3.08375784 18.33103447
1211 1 43.85765495 6.16751568 18.33103447
1212 1 43.85765495 9.25127351 18.33103447
1213 2 43.93061443 0.00000000 13.94876664
1214 2 43.93061443 3.08375784 13.94876664
1215 2 43.93061443 6.16751568 13.94876664
1216 2 43.93061443 9.25127351 13.94876664
1217 2 44.66918532 1.54187892 3.21771650
1218 2 44.66918532 4.62563676 3.21771650
1219 2 44.66918532 7.70939459 3.21771650
1220 2 44.66918532 10.79315243 3.21771650
1221 2 44.78903929 0.00000000 10.81216521
1222 2 44.78903929 3.08375784 10.81216521
